"What is your biggest draft hit? And what is your biggest miss? And if any of you even MENTION Justin Herbert, I will banish thee",
"Biggest hit: Either Kyle Hamilton or Tyler Linderbaum. Both fell for the dumbest of reasons. Thankfully, the Ravens aren’t dumb.  Biggest miss: Either Justin Fields or Evan Neal. I thought Fields was easily QB2 that year and would’ve been a superstar. I straight up WHIFFED on Neal.",
"Elgton Jenkins is my favorite hit.  Josh Rosen was my QB1... Good learning experience.",
"Biggest hit - Jordan Love because for some reason people didn’t like him. Sauce Gardner because he’s legitimately the best prospect pound for pound I ever saw.  Misses - Aidan Hutchinson and Zach Wilson",
"@@whambam21 Why weren’t you high on Aidan, just curious?",
"Hit CJ Stroud, Miss Josh Allen",
"He throws such a catchable ball for his guys to gain yac. That's pure accuracy",
"@@theacgkid4:20 got you fried today, huh",
"Having two first round wideouts is  helpful",
"Bears should trade down to 2 or 3, get him, then go get bowers lol.  (im kinda serious, I dont see it with Williams that has me so much more confident in him than in JD +. If you can get Daniels at 2 and pick up and extra 2nd+ from washington? Then go load that offense to the gills? I'd MUCH rather that than Caleb. Shit, you could even offer pick 9 and multiple picks to move up to get Malik or even MHJ)",
"@@gwell66v2AnimeReviewsyou sound crazy. Daniels isn't good",
"​@@gwell66v2AnimeReviews 😂",
"Remember after he left ASU and the players there said he was trash? Breh won the heisman and became #2 pick",
"He made nabers and BT jnr enjoy their game, beautiful ball he throws",
"BTJ would not be a chalk top 30 guy if Daniels wasn't making him look like dk Metcalf",
"*_Jayden Daniels has always had great upside since his days in Tempe_*",
"Go Sun Devils!  It's too bad our good players don't stay at ASU anymore. Brandon Aiyuk is likely to be the best official ASU product to hit the NFL for a long time.",
"Here’s some content I’d love to see this summer!  Why Kyle Pitts will succeed OR fail with Kirk Cousins at QB  What went wrong for Chase Young  Comparison of Ja’Marr Chase and Jaylen Waddle. I personally think Waddle is better, but would love to hear your take   What should the Dolphins do with Tua?   Rank: Myles Garrett, TJ Watt, Nick Bosa, Micah Parsons  Is Dexter Lawrence DT1 with Donald retired?   Thanks Alex!",
"Succeed   Cant pass rush  Chase hard clears  Keep   Micah myles nick tj  Yes",
"At 6:50 that’s a tricky throw.  Having a quick release helps here because he has to get it there in a hurry but he still has to have enough arc to get it over a DB too.  That’s a pretty terrific throw so I’m in agreement with the narrator.",
"Don’t know where you got your info from but he attempted a pass on only 50.6% of pressured dropbracks.",
"So half of the time he took off?",
"@@maskedman5657Or got sacked.",
"What info does that contradict?",
"@@SometimesCompitentHim saying he has amazing pocket presence and is good under pressure.",
"The disparity of opinion on his pocket presence is really fascinating",
"I love seeing all the hate. Everyone wants to prop up a guy who played garbage ACC defenses and a guy who was maybe the 6th best player on his offense but ignoring a guy who led the entire country in almost every stat while playing in the SEC WEST",
